,Allow me to edit mt reportee's goals,Check my goals,Display goals and their weightages,Goals or Kra,How do I find my goals,How to find my KRA,I want to check my goal weightages,I want to see Naveen's Goal Sheet,I want to see my Goal Sheet,I want to view my goals,KPI,KRA,KRA data,KRA records,KRA show,KRA view,My goals for this year,Observe my goal,Open Vivek's appraisal page,Open my appraisal page,Open my performance Page,Performance goals,Show Shilpi's Goals,Show me the goals assigned to my reportees,Show my Goals,Show my competencies,Show my goals,Show my reportee's competencies,Show my reportee's goals,Take me to my goals,Update Sambit's achievement,Update achievement,View Vivek's goals,View my Targets,View my goals,What is my KRA,Where are my goals,Where can I find goal descriptions,access my goals,can i edit my goals,can you tell me how to edit my goals,check goals,check my goals,check vivek's performance goals,display goal,display my goal,evaluate my goal,evaluate my kra,find my goals,finding KRA,finding goals,give me my goals,give my goals,goal,goal dashboard,goal data,goal display,goal records,goal section,goal set by me,goal set by my manager,goal show,goal view,goal view page,goal view screen,goals set by manager,goals set by me,goals tab,h1 okr,have I achieved my goal,have I met my KRA,have I met my goal,have I reached my KRA,have I reached my goal,have I realized my goal,how can I see the goals,how can i edit my goals,how many goals do i have this year?,how to download kra report,i want see sahith's goals,i want to see goals,kpr,kra dwonload,kra section,let me edit my goals,list down my goals,look into my goals,look into my kra,mandatory field in kra sheets,my KPI,my goal data,my goal list,my goal records,my target,observe my kra,page having my goals,performance cycle,performance goals,please edit my goals,read my KRA,read my KRAs,read my goals,retrieve goals,sahith's goals,show my KRA,show my KRAs,show my goal dashboard,submit Objective & key results,view goals,view rohit goals,view sanjay goals,view sanjay's goals,vivek's goals,watch my KRa,watch my goals,what are ashok goals,what are my goals,what are sahith's goals,what goals to achieve,where are my goals,where can I find my goals,where can i see sahith's goals,where is goal,where is the goals tab,which goals to achieve
performance goals,0.6395090718863957,0.5608689322081626,0.6630518407828001,0.6019778562219751,0.5460490735580612,0.8679748133727039,0.6941157839409305,0.8836054735219326,0.7826931461214514,0.5649986619782537,0.7107067443553937,0.8010915953449276,0.7855039596211748,0.802862006937912,0.8986947203206775,0.8239443472363304,0.4883484891206361,0.48453248809625693,0.8557874512974726,0.8834824954687571,0.5821207305863405,0.0,0.6623139993811802,0.5151824739590884,0.4227129423005569,0.6508005950714556,0.4227129423005569,0.7025873828037461,0.5205813031212536,0.5545684341230872,0.7484544261497932,0.6681176599556764,0.6208238659213825,0.7793565342089976,0.4555219443934828,0.8167042011356618,0.4798243963728184,0.47010996417771533,0.5304118876692658,0.5924567518706275,0.501071255352868,0.6693841986499192,0.5608689322081626,0.4762325784987568,0.6730739765073758,0.6563341567506611,0.39788997228549017,0.73496380262785,0.49981273631876244,0.844915091607038,0.375888434068786,0.5296907763384079,0.49903455353631065,0.6749025749319073,0.4507349011583862,0.38102267094268094,0.6271167122081914,0.6628075353589666,0.5971192128596741,0.5060939286477613,0.4627820542797729,0.6372653127234819,0.450917822956152,0.5120738419668527,0.6755104993292431,0.3567949084306937,0.38789930421219565,0.599696218495487,0.8796107345585832,0.5873237019190056,0.8796433179283718,0.5912107565539775,0.8139234892768217,0.6308559319911105,0.6084592126015618,0.725165483925142,0.5351461627438364,0.7486023085412243,0.931986757369713,0.7599896879732347,0.6487540791160107,0.7765982090381207,0.8865834568728524,0.7685186846004757,0.5258086669625358,0.42336301292663314,0.523302368572552,0.853945497636562,0.8653521044884214,0.742195690480032,0.4235278006303479,0.4049311923266491,0.5530566465266236,0.6992597836880566,0.8361011814598427,0.5188537500960528,0.41961278479959585,0.0,0.5038937580599976,0.8206102964673927,0.8025775792459438,0.4949624397820839,0.6695797458444959,0.7040519098058918,0.863762910977764,0.8415650374881429,0.5460787729445791,0.6166396023253241,0.3654553077295174,0.7765646009906972,0.5636297753324164,0.6056775750010605,0.6345722287203772,0.875302506536342,0.6830826914585342,0.547806697107164,0.43016287444345214,0.662181347063062,0.30728235921443214,0.4798243963728184,0.5256651383849483,0.7858495433197902,0.6496236596514524,0.6577550758530262,0.30834032344801143
please edit my goals,0.4655939433068552,0.22983290458577166,0.5869334151677918,0.5057855643040805,0.4841559138593192,0.8623759049043354,0.646955167527633,0.6755282086555184,0.5668028894131105,0.406742100496824,0.8263585587485304,0.8877803096490959,0.9181825325551187,0.9093880096576646,0.9358907616553637,0.86342531964424,0.4072931052584976,0.3149864443060849,0.8376602230398178,0.8432735054744233,0.794852059483775,0.5038937580599976,0.6172944398841924,0.5497772050249601,0.26859958011470475,0.763830253185835,0.26859958011470475,0.8962303028409686,0.5482239043300523,0.4527679902401943,0.6016374432224171,0.5162044050745753,0.5352401335537836,0.7386384626733666,0.3004617734942693,0.8700042819533381,0.3107400609796743,0.4796332366333709,0.401412480657948,0.25709701819443176,0.1927377422457337,0.46685337978740704,0.22983290458577166,0.5633355253763833,0.562868063616939,0.451018286625543,0.40719356061292067,0.8097034208541277,0.3906542605793265,0.8745583915662253,0.39247270578108806,0.29477228817933465,0.21673326084299682,0.4577316158264989,0.4727129825637475,0.477752095822249,0.6164756399458455,0.5332478802481316,0.5223756266735244,0.28028979450072233,0.44904735473435964,0.5628263306464547,0.440282491843321,0.4762133538085066,0.5851274216915274,0.4872505633130011,0.3158530834839455,0.46618292117491256,0.7580291072440197,0.4498665689241771,0.8529085707197575,0.45541810051619136,0.7251505847928792,0.43908496536428354,0.47375899080918915,0.5063433398400349,0.24910717480179145,0.5154736959790904,0.9722298696815157,0.589564120330683,0.4241626363421097,0.7628255498960246,0.879557741633308,0.874244824068927,0.10110752192195638,0.294695896040269,0.26529035241587273,0.7712151832861593,0.9452274984487093,0.7418307718453531,0.3900176282541691,0.36235097645746817,0.3930846761078224,0.561987048857175,0.8104384381709859,0.43433688897952394,0.8064946109445396,0.5038937580599976,0.0,0.7116072856024598,0.7618429493709793,0.22582611293636612,0.5196214237523163,0.6480015443795193,0.8297536512330796,0.8373911814467144,0.4852998530940543,0.6937344932121489,0.4735094114440558,0.6307750385885025,0.5706592182415278,0.6406862214320912,0.5729651813632887,0.8153555142760605,0.44348137769999874,0.6139200131576837,0.40563776639740134,0.7026064773966969,0.3673361364570412,0.3107400609796743,0.42682179710866097,0.6414156471672425,0.49267969941931533,0.49426660579228365,0.3765134885384406
read my KRA,0.8377884219241696,0.6801750359866797,0.9364268860009759,0.44090156759683097,0.8754252375154136,0.3743681569609779,0.846473524567998,0.8734794063943482,0.8079660462658752,0.8085090761104055,0.631923264524116,0.2764613084589149,0.3577131073969232,0.4664325779779227,0.41331224548805434,0.44197555700006597,0.8391388735425409,0.7130923971012004,0.8301542901293809,0.7728235103722939,0.8476333812585007,0.8206102964673927,0.7923880571827515,0.7723877549347122,0.7198407714874014,0.7045294362510551,0.7198407714874014,0.8343479654589245,0.8491148691942917,0.8302116667371784,0.8403365929154775,0.8558507916850405,0.8709969600509763,0.8089672637713445,0.7731222817113813,0.216709537947541,0.7691349276638195,0.8836499679689649,0.8241708429423704,0.8448430228197938,0.78817789814828,0.7425169222957699,0.6801750359866797,0.8218989726836909,0.8626867440784695,0.7964961476905572,0.7558052024657819,0.30786202455371303,0.8166201555966612,0.28589922325784156,0.8451295747025878,0.7781846226101303,0.7137215942114156,0.8032195793094583,0.8724081103618934,0.8529667576795988,0.8963853131703337,0.9090960973615908,0.8674326807781646,0.7712653008183467,0.8423049368130198,0.8857865212640241,0.8515225058867802,0.9501810598885888,0.953288736339758,0.8935353751785184,0.7727695467609886,0.863735363454238,0.654103408373603,0.77896544986519,0.3348034980875847,0.7899977302221153,0.33828205043258264,0.7883002173670355,0.8106317650047509,0.8325341278286058,0.8475935299047151,0.7944180689974516,0.5467945382713306,0.8413726835499513,0.8389266048423025,0.6539490059402107,0.48667053127113413,0.3704484697638434,0.7196661728911693,0.7789764719155725,0.6638488218128429,0.16695275156867218,0.6145968720715909,0.5481651581698637,0.7519000805500013,0.7607581132436665,0.7915373321962355,0.7246949284147157,0.2021649167495232,0.8364011248229704,0.835978535509996,0.8206102964673927,0.7116072856024598,0.0,0.27035967555364937,0.5509545954187355,0.8931869486673756,0.8687008282948613,0.22927592307626077,0.4150497122374347,0.8624290945962554,0.7990446737949735,0.8495112107681577,0.8390047942469381,0.7824574932086202,0.8044260392151503,0.8843001460086068,0.21071097275753503,0.6622828465104135,0.8620365747804843,0.7586929270717498,0.8826006837079037,0.8617667071223667,0.7691349276638195,0.8659228793186824,0.8896737655040018,0.9157011228395371,0.9232863901620542,0.8404209494978048
read my KRAs,0.9066455132148445,0.7192518999161042,0.8924349197527324,0.59728326292244,0.8248010759375516,0.48979599087751,0.8266049110327871,0.9058537747206369,0.8303157335166025,0.8108938391998382,0.683672537802435,0.4975589958804806,0.45121090881190307,0.6435854991342977,0.5539239060011469,0.5634458967663611,0.8544234572500864,0.715429396877793,0.8656636255762556,0.8106325762488189,0.7720628275701236,0.8025775792459438,0.8138426236682493,0.7788813845774981,0.7326622937140757,0.6969535507618495,0.7326622937140757,0.8193384159651276,0.8240142819339319,0.8442742548281431,0.9155518207830076,0.9172677369929937,0.8670371639447082,0.8017725385488765,0.7681093742200144,0.38525634242011475,0.7656912073215933,0.8707076972896597,0.8382707592389474,0.8674537627172931,0.7794452014199627,0.7750151614282343,0.7192518999161042,0.8057543335319339,0.8844927861709007,0.8157095115129928,0.690356958196993,0.3808703265983029,0.7897062133298218,0.41834799624790064,0.7994756903678297,0.7967537605886322,0.7526208602944668,0.8653495751201468,0.8682399814482948,0.7519690909870371,0.8549685286961728,0.9452407928683981,0.9143151394159974,0.8285901971902064,0.8397977561811076,0.8562947785639644,0.8403983301013283,0.9267177787876161,0.9375996124759262,0.9135591318631128,0.8072762107296616,0.8760874587551257,0.7375536753823932,0.7480308799636775,0.5096459324938087,0.7585136636060206,0.4494549912461767,0.757881489200698,0.7787576575999127,0.8145423328511571,0.8389844659496835,0.8007924511243162,0.6714732323446092,0.8885784259674816,0.8489775920684977,0.7162771164306809,0.6093898788870629,0.576548154979508,0.7589230191628983,0.7993428677997962,0.7030145686063924,0.3413142516460791,0.7465148103908177,0.5814907488140943,0.6611074549521502,0.7752702740924613,0.8205479330667736,0.7907743299363552,0.37107501243509644,0.8082399971912624,0.7310217786744901,0.8025775792459438,0.7618429493709793,0.27035967555364937,0.0,0.6177243071419702,0.8780092228904214,0.9274267026175992,0.4250477962957925,0.17120358085161513,0.8440229277757928,0.8318054496792076,0.8268220827500711,0.8858419589832147,0.8400386245196241,0.8487237053776052,0.9195502731516504,0.4095133666179581,0.7204203438618273,0.9444026607350012,0.7493415578533495,0.9275996187703451,0.8539842125496415,0.7656912073215933,0.845486840986472,0.9082614888864384,0.9222489421776409,0.917652690389123,0.8331388176442787
read my goals,0.6212052853432086,0.18513617080396516,0.5476038252125008,0.45306403264527273,0.44140982049945054,0.780020592959975,0.6160745208091398,0.6556779854984598,0.4726098028116097,0.33430615094968363,0.7850454045308213,0.8291408158442248,0.8427607413030417,0.8811190659083562,0.8833951337632459,0.7975021039854714,0.4564642183604124,0.25229091329115105,0.8038892389976424,0.7957193316781959,0.7289938725452481,0.4949624397820839,0.5906445464032177,0.5148001276643823,0.21278412965294724,0.6496534881562352,0.21278412965294724,0.8262096241771268,0.536403048701509,0.403964314011504,0.7102853635358554,0.6606307348106517,0.4900475080431308,0.6211609459747875,0.22378888031516064,0.7799020034046854,0.27351759478163196,0.489255747244179,0.3561305868544353,0.4399683898006419,0.3468522616308658,0.3710321919249778,0.18513617080396516,0.5426532167238636,0.4719017155570332,0.3480490632097377,0.39194902511821905,0.7540038983318196,0.33865715095082405,0.8162127737575658,0.33548080944381986,0.3345388547304582,0.20468404528253914,0.42996748328402223,0.4488157281043439,0.43783117926990867,0.5143089229070659,0.5318937642992141,0.4877976165405338,0.3058656989792795,0.5179145612792722,0.5010678035833358,0.4076056543416935,0.4946573823800624,0.5388059589919525,0.5255675717721788,0.3191865685617562,0.4206340779812209,0.7319389176745161,0.48982764170503823,0.8017039667693366,0.5045984410227029,0.7068475005573206,0.4971189410678791,0.5159822611138214,0.40541176635118525,0.4090114375266102,0.45824862341956396,0.912623947982737,0.5427692929984627,0.3843659139229064,0.6942509556447867,0.8156499369582314,0.8387447357785562,0.2502190385908113,0.3357051447413023,0.16790411310123687,0.666034815361735,0.9827028034056903,0.6598184161043494,0.36115080973237335,0.3655999366099957,0.35505631320970554,0.499961014612499,0.6896166024952088,0.4394260122179007,0.7431705400254951,0.4949624397820839,0.22582611293636612,0.5509545954187355,0.6177243071419702,0.0,0.4607632828827354,0.574950778586691,0.706691902219898,0.7437433562809311,0.46864404724368747,0.7164931839791981,0.4627527098634272,0.5469484605628447,0.5604230171571426,0.6145812661439375,0.5412698463414708,0.6884215579429032,0.24865365350917668,0.6716533613433529,0.3994322080511912,0.6734418102601949,0.44671958580078297,0.27351759478163196,0.3828146460201266,0.5763524520889645,0.48117690379526057,0.49379410496649345,0.45043361152710226
retrieve goals,0.6160275126266116,0.4967103175182558,0.5937656033401366,0.5763706389214838,0.5908482648275697,0.7709834650162384,0.7072804770333392,0.6145341063633093,0.5126066610296272,0.4118142775735857,0.9171171164911291,0.9502198533544746,0.8798262905087875,0.899040590107728,0.9564614678380485,0.8679826638871742,0.7600858550858727,0.5257924169704522,0.8735751619428277,0.886197493426346,0.819486442647504,0.6695797458444959,0.7769176444389811,0.6028417898257654,0.5122759847736154,0.8989406503027121,0.5122759847736154,0.9507848052077327,0.646361230726552,0.635095177572361,0.7282114699592767,0.6677823091583108,0.5926832596417735,0.6560729482593837,0.3738223590849087,0.9352921581871011,0.5071277169523152,0.5341653255108425,0.24495322832864697,0.45636143337375434,0.5235518738757515,0.46766339323961326,0.4967103175182558,0.6795177046025995,0.5396664563539619,0.48582529744390257,0.613226064830787,0.9067959376267061,0.5271696274925957,0.8517292813411761,0.5025041797016501,0.6622769033309568,0.5230500969965861,0.5644397556332856,0.5231124778897319,0.4509666836923436,0.5992552622757887,0.537430639256629,0.5208055699458353,0.553535380508223,0.719819231095238,0.5671112073895487,0.5329705994462298,0.5010645263770653,0.5317966738727928,0.650926765916264,0.5412957945330874,0.4540190913530403,0.8754996489047703,0.6854037851152752,0.9154275666047422,0.7285870177395732,0.8659884961840744,0.7188790964236289,0.7038681186044722,0.42970674946572573,0.49700275139036854,0.6654475887949425,0.8288807004134762,0.6211511924902446,0.4996915623517897,0.813911396436566,0.890176775204644,0.8792413080848911,0.4541555505971204,0.6557370742254791,0.5493992566596173,0.8824480186681578,1.0115206779732835,0.8798673423636412,0.5083696109967333,0.6516284178977565,0.5556803520125229,0.746897796103954,0.9203114504845552,0.5610608349299788,0.8589364632601503,0.6695797458444959,0.5196214237523163,0.8931869486673756,0.8780092228904214,0.4607632828827354,1.1102230246251565e-16,0.6993289539464833,0.9134884703892481,0.896581791415346,0.5466565795443676,0.7144215513298264,0.5719519775229579,0.5737752992415939,0.6886972400796976,0.7481549703486132,0.6472000037488779,0.9051964465752274,0.5445377899994305,0.7676263093363307,0.7221243509935023,0.8527336768321376,0.6555026261968009,0.5071277169523152,0.44820240597609295,0.589248399650876,0.4929376891226497,0.4277768255381279,0.6706751257622006
sahith's goals,0.8324215894529552,0.5721193563102267,0.7334156835069842,0.5607321615095197,0.7340313785281756,0.9375358378294211,0.8415746083938511,0.6301367395241826,0.7147073237306141,0.662470948548334,0.8828279482907286,0.8652760833157941,0.9490091479921858,0.8825707677422622,0.8816267240123326,0.8229982373514201,0.6571257457436133,0.6546209105457983,0.6989642431318754,0.9205885668957033,0.9097499051257351,0.7040519098058918,0.4816065057672039,0.7481256666699458,0.5712287276684378,0.8014691553500586,0.5712287276684378,0.8445897739849372,0.7334670304704454,0.687645171798202,0.723520885949279,0.8056407204874731,0.4201693841797993,0.8929131887249396,0.6215669133177815,0.8977360029672777,0.6148719833907623,0.723983740599129,0.711812844149716,0.7910922109706567,0.7210054073776981,0.6221337002521291,0.5721193563102267,0.4932149606983125,0.6523750843361502,0.6542671476309566,0.6626434221634957,0.8673519956422632,0.6839747045522742,0.9039034930087517,0.6607900118583474,0.6623207284994641,0.5413776206601886,0.5917083648406658,0.675139122755414,0.7281054598967824,0.5835784877959167,0.5702920943059423,0.6341689074744455,0.6306679978829111,0.7917079204145264,0.6312172477561163,0.6308603284873766,0.7182047438157757,0.7226774227040041,0.7246778635733008,0.6238077165304767,0.6085908846949395,0.8906808962055798,0.7143194593785763,0.9136379163014617,0.7256751381470623,0.8501011336610791,0.7222725337999787,0.7451230977593962,0.6488052710808991,0.7731578009350508,0.675044398112095,0.9770891271451148,0.17591961309868343,0.5947282208585323,0.7761206722227492,0.8173641317015632,0.8370476753227386,0.6962264222788057,0.6415850337160187,0.5854932445907808,0.8964526808877487,0.9568137800675991,0.8464677346013091,0.751132634735878,0.6510359911291742,0.563552496247114,0.7961606436198319,0.8718682797146329,0.707353712023284,0.8397929827764171,0.7040519098058918,0.6480015443795193,0.8687008282948613,0.9274267026175992,0.574950778586691,0.6993289539464833,0.0,0.8576190349614958,0.9319320508192283,0.7856954105923536,0.8131189595577608,0.6880425206479557,0.41164712554188254,0.5057022900399573,0.5190863272110344,0.3461006536759418,0.8935701604629465,0.6073214410371255,0.682738317314045,0.7097369844203704,0.17951722038437234,0.6815716058164354,0.6148719833907623,0.6986183708570044,0.20413674650829494,0.6618924050494602,0.7195880261485413,0.6603235120010398
show my KRA,0.9273170630941615,0.7329983812595616,0.90710434239302,0.48036224252291027,0.9276864128651173,0.379264204718493,0.8911175911862615,0.795245612606944,0.7306029484298724,0.7841646040813731,0.6220105041969927,0.25201544460957515,0.39763741470277414,0.4265105195016886,0.2873169146349892,0.3647905768703742,0.8654026263383323,0.7391016581197232,0.7951697107028394,0.7583533948478599,0.8177244631664311,0.863762910977764,0.7519575054933159,0.7982122697741995,0.5876087840729617,0.5936596243859259,0.5876087840729617,0.771150899211491,0.8139297417651239,0.7740406699800813,0.8713383302207939,0.8961225222658769,0.82662766091614,0.778645861457444,0.7658689462693677,0.2635925767292403,0.7978962609561951,0.914772400888554,0.8535682809517184,0.9748429364094797,0.9056417285682221,0.7611609874863701,0.7329983812595616,0.8213404001666338,0.7104117692162155,0.6639899432797851,0.8342381159079952,0.3629605828638045,0.8777798101831981,0.2911479507851422,0.9073827730004547,0.8098530914811308,0.7122095616864121,0.8166760361472944,0.8502315383348242,0.9112138629339134,0.7416288219984679,0.8912342033711598,0.866106063110538,0.836647897507355,0.9167958265066909,0.6702749201415306,0.8327970544487192,0.90611629263807,0.8883904386299585,0.9838655593907525,0.8665244818622957,0.8839729637273624,0.6905614009490552,0.8439355769355021,0.30481151162535036,0.8774047508186814,0.38008589058855036,0.8710830229825918,0.8866973410880108,0.7900205931123255,0.9434150759651628,0.8759353588629286,0.5372448582247064,0.7881788592921888,0.7596448729835339,0.6365517778849135,0.47357773934215996,0.3566680805870567,0.8380239684328468,0.8223747164199803,0.7114650927589901,0.23965234005005653,0.6846417296237925,0.5783555143670792,0.8407541052382843,0.8112437525697974,0.7753555380236623,0.7213620836764556,0.15361766962449674,0.8441111600669343,0.894239952918583,0.863762910977764,0.8297536512330796,0.22927592307626077,0.4250477962957925,0.706691902219898,0.9134884703892481,0.8576190349614958,0.0,0.2618157992363034,0.792557153471481,0.8140248373859307,0.8392219670655678,0.744643321193271,0.7976723391441307,0.8280235473937523,0.8730971693424903,0.21267480503694547,0.6484707912740237,0.9089930069053133,0.8339044606723314,0.9068297474281538,0.9311436104864204,0.7978962609561951,0.9024500740027449,0.8173546278814037,0.8740771629911158,0.9310994404494118,0.9355806782929206
show my KRAs,0.9631833864919757,0.7544693383922298,0.8773552447600207,0.6349097016908174,0.8750898391467326,0.4560568717449348,0.8238921201982532,0.8276639051411259,0.7335777026071455,0.7303511520873113,0.6725339965362289,0.4952453296014483,0.5073091850441248,0.6276222868401429,0.49287282055069126,0.5310896684421569,0.8822830192473802,0.7576562172207908,0.8167710674773357,0.7488714018934459,0.6917806756024554,0.8415650374881429,0.7809934245132969,0.7686982901386803,0.6245162880123679,0.5491168311365344,0.6245162880123679,0.7191927033625731,0.7951277282417858,0.8446304535635002,0.8928697724520668,0.8909700598427078,0.8402349381438955,0.7366279149755504,0.7359625174758728,0.4205504590719643,0.804847630049373,0.8512052985210152,0.8287953717457168,0.9334120946050547,0.8283164394491735,0.7839387905187567,0.7544693383922298,0.8132792635986057,0.7444288962671086,0.677792179232025,0.7769237365207334,0.428269164853162,0.855202127436453,0.4353521129335759,0.8831543049008199,0.7979811671275352,0.7514532847917208,0.9025440918765391,0.8467947711912668,0.8303889348082234,0.7568192479743772,0.9160532345341725,0.9333662857889569,0.8939139128142733,0.9310881155701516,0.72122113185488,0.8698418118165006,0.8930299324851647,0.8817778074675345,1.0060632908158744,0.8879143481334721,0.8804874215564892,0.7764063207651858,0.8244817603263342,0.5376276022362976,0.8597347153091222,0.514225746299513,0.8578473012776936,0.8746785590387764,0.7415378399240883,0.8732030443725618,0.864419365831321,0.6202186855060579,0.8225301553103176,0.7728226896667669,0.7136092120124258,0.6139989297770072,0.571340668449237,0.825108878618656,0.8225603017041033,0.7339326226281293,0.3504406304633726,0.7897514659402016,0.5805392607280584,0.7424468623396546,0.8094287182747049,0.8016214408535415,0.8092455930559267,0.37599563464036256,0.824823733129018,0.7836273365712279,0.8415650374881429,0.8373911814467144,0.4150497122374347,0.17120358085161513,0.7437433562809311,0.896581791415346,0.9319320508192283,0.2618157992363034,0.0,0.7526701539607112,0.8183443076980688,0.8375517291477556,0.8115065196294351,0.8465560944673344,0.8621162430922628,0.9293443495391185,0.45059107985102576,0.7290753698191537,0.9724489456223642,0.8061366595066406,0.9664460131533571,0.9220421591755708,0.804847630049373,0.8535270542790093,0.8206672362324812,0.9249324537254733,0.8903149482743636,0.9151333388713192
show my goal dashboard,0.6077611871653457,0.4966552547197267,0.4761057415829326,0.7269601954624827,0.5092306407763889,0.7184504697480358,0.5252533611225779,0.6853474487285818,0.4813492679826108,0.22111360152990267,0.8318405587616633,0.9389693766148646,0.867202814230946,0.9773077491266191,0.924376579299887,0.7717496713966667,0.6047698892742126,0.41867924153983804,0.7969371104626142,0.7124666094202059,0.4737996329593456,0.5460787729445791,0.7085989838280686,0.39408450590231203,0.3412943715196515,0.7755294553333429,0.3412943715196515,0.8139766931447736,0.4637659708996277,0.5759829818569451,0.7396228148786939,0.6258063701802525,0.6265109746292636,0.49717705198716533,0.21314373258440855,0.8511097434078645,0.4459752953988164,0.4635217209571011,0.2876520069720977,0.4469607627353358,0.381454336330759,0.588211029931959,0.4966552547197267,0.6321476948885955,0.5200207759013568,0.3580949784637283,0.4479904879059543,0.7981617414770773,0.4721357049114986,0.8833628361904897,0.4799242888621258,0.5713867738765699,0.520597234434149,0.6995418411864606,0.12834635001054295,0.4693023296751404,0.5784207595213202,0.7157327550490231,0.606895311176693,0.488343352254043,0.5035912775197353,0.5606526899351443,0.4520859899173234,0.2797993962294887,0.3981359692833685,0.5284226504297419,0.4636749938469248,0.4829268511608086,0.9003917299394272,0.5764356741971622,0.9064963870126876,0.5924005939335808,0.7999125387273673,0.581912973428699,0.60505456451191,0.43369329616689933,0.3811364453428747,0.65813740750192,0.7737457769353405,0.6499319036092387,0.5287323513534278,0.8994677029564137,0.94594720444373,0.8748260690805196,0.42406618924735406,0.502886209229504,0.48918409920976114,0.8171294256867314,0.9862672811953195,0.7430654921671374,0.36584222118213416,0.4904559250375836,0.5709036482807918,0.6720451859462042,0.8446068038693525,0.3973187299181711,0.7439323209239823,0.5460787729445791,0.4852998530940543,0.8624290945962554,0.8440229277757928,0.46864404724368747,0.5466565795443676,0.7856954105923536,0.792557153471481,0.7526701539607112,1.1102230246251565e-16,0.7146375251981036,0.45337118064636606,0.6582238956964396,0.6125637003436231,0.6532397424052317,0.7552845594598547,0.880559279135463,0.6373259054007088,0.6878768601629194,0.5704188274349318,0.7786425394122373,0.5215922991617334,0.4459752953988164,0.4098498724971452,0.6397174335671569,0.5354419126178699,0.40171631430058097,0.5597890578458372
submit Objective & key results,0.6635661406293232,0.7060414376593243,0.794249397485559,0.7110884094502459,0.7234070637544685,0.7527071148693139,0.7923245062253556,0.8772348555832682,0.8104823913739494,0.6843395968707022,0.808500586958547,0.8600112396329374,0.7652153597334275,0.8517610253679054,0.9076934417981862,0.8354289509237337,0.7693726084317634,0.6882365801248478,0.8674275467391821,0.7843819891870011,0.776552621916036,0.6166396023253241,0.7906486104003856,0.5452093247821538,0.6075985786759107,0.7589673066925747,0.6075985786759107,0.7126899243444765,0.5510724240640434,0.7865536285486552,0.7338767319221542,0.6911922212988022,0.7658151156541836,0.8328974830829655,0.6227939189938454,0.8086094189574391,0.723941602609847,0.6889884571070632,0.6571454608231491,0.7633051498172723,0.7031225026946428,0.7569279690623282,0.7060414376593243,0.7167966737250684,0.7764773593221023,0.6943752406177089,0.5201617379068437,0.6312987944950967,0.7091220014528976,0.7885853104749851,0.6798937375885064,0.7550058409544413,0.6404974386177875,0.838099251781177,0.7218423444525977,0.5949666640825331,0.840159195826772,0.8168975289573176,0.8012658166776166,0.7333928604677056,0.7876766251933227,0.8337130325141788,0.7397701359207733,0.6667592434520218,0.8505588752163072,0.7386176638040745,0.692606048808853,0.7910460810821163,0.8303290023133951,0.6645762201597081,0.8496453473892822,0.6904425855341669,0.8063406360291293,0.7208228726397667,0.7275563728287547,0.7812411754194747,0.7321911276546567,0.8378506332835212,0.7362137512812219,0.7680473335681819,0.7627961629655245,0.9033382567162338,0.8885932525833821,0.8042606112915632,0.7058769537914137,0.6861078580925204,0.7570942698595783,0.8023640267827653,0.7735743473919395,0.8201301389325122,0.5918772091656348,0.685660399088935,0.770114497819286,0.8423708338414774,0.8264479666688079,0.7019496635544347,0.8034843036805756,0.6166396023253241,0.6937344932121489,0.7990446737949735,0.8318054496792076,0.7164931839791981,0.7144215513298264,0.8131189595577608,0.8140248373859307,0.8183443076980688,0.7146375251981036,0.0,0.6788822267744838,0.8136820662228197,0.7144244042023263,0.7643881165073614,0.8135484608566806,0.8877455880146551,0.8555330185975152,0.7660772472840337,0.7318183086960917,0.8350169554757934,0.6378321140501253,0.723941602609847,0.7255613658842885,0.8176661756126006,0.8209170993290537,0.8167638177377539,0.6364643303098184
